Student_ID,Age,Gender,Lifestyle_Habits,Day,Sleep_Hours,Stress_Level,Study_Hours,Screen_Time_Post_10PM,Physical_Activity_Minutes,Mood_Score,Sleep_Debt,Stress_Per_Study_Hour,Burnout_Risk_Score,Overall_Wellbeing_Score,Sleep_Quality_Score,Mental_Fatigue_Score
S00276_D090,21,Female,Yoga Enthusiast,90,6.615632478886108,4,5.940021430111375,2.354422223662214,63,5.531871185078884,1.9763891889232426,0.67,0.44,5.09,6.24,2.45
S00276_D182,21,Female,Yoga Enthusiast,182,5.229829607495141,7,5.428581575641578,1.8571615982629248,47,4.0947546895739135,2.5998279120117167,1.29,5.51,-1.42,5.07,5.71
S00276_D365,21,Female,Yoga Enthusiast,365,6.8796946561318935,10,2.339678644431948,3.8589380642860704,36,6.984866726286296,2.9123272526364343,4.27,5.93,1.05,6.61,4.47
S00277_D003,21,Female,Athlete,3,6.14710490663256,5,3.8690502200951387,4.043315596210196,55,4.9314975172013,1.6114520116505033,1.29,1.68,3.25,5.86,3.37
S00277_D007,21,Female,Athlete,7,7.203437630802939,7,7.127322863331952,1.7978546506714843,64,6.797494512166592,0.767693376180234,0.98,0.97,5.83,6.76,2.09
S00277_D014,21,Female,Athlete,14,7.058023235412641,2,5.955090374030417,3.154844004833627,66,5.196448947257275,0.8423474005161269,0.34,-2.35,7.55,6.62,1.23
S00277_D021,21,Female,Athlete,21,9.0,9,3.1756610913935646,2.761856418011795,32,5.200497848515528,1.8966911321714712,2.83,5.7,-0.5,8.54,5.25
S00277_D030,21,Female,Athlete,30,6.223502190040233,4,5.867140714601658,2.265354365775109,46,6.010405364801193,1.6214285536335031,0.68,-0.39,6.4,5.97,1.8
S00277_D045,21,Female,Athlete,45,6.891265898118159,6,3.9520643388851404,3.289547543847139,108,1.8386016666408729,2.5415440132931666,1.52,6.7,-4.86,6.26,7.43
S00277_D090,21,Female,Athlete,90,5.622614570741915,10,3.258117703070483,2.869949611826386,37,3.6989357295967342,2.220295022265723,3.07,8.52,-4.82,5.48,7.41
S00277_D182,21,Female,Athlete,182,7.501572553530837,6,3.917049201698909,2.4587257351476515,82,2.3446056275088982,3.3853368113169284,1.53,7.04,-4.7,6.94,7.35
S00277_D365,21,Female,Athlete,365,6.168659285341469,7,6.465092139245808,1.6696993368767767,36,4.2262584840738615,2.534771115438772,1.08,5.31,-1.08,5.97,5.54
S00278_D003,25,Male,Fast Food Lover,3,5.49071871235734,6,3.6592289690942743,0.7878075896277674,58,7.207166515455766,1.269372185772112,1.64,0.06,7.15,5.25,1.43
S00278_D007,25,Male,Fast Food Lover,7,6.199529154203043,4,6.337269727672478,2.234336120016005,37,4.674146837350147,1.6819765226130783,0.63,1.01,3.66,5.99,3.17
S00278_D014,25,Male,Fast Food Lover,14,5.614041753249729,7,3.733726974309503,2.4300762232434434,40,2.037993826582259,2.053051346858399,1.87,7.02,-4.98,5.45,7.49
S00278_D021,25,Male,Fast Food Lover,21,4.8629054267070675,5,3.565617882260419,2.646685500458691,42,5.446684883707699,1.4769010978265382,1.4,1.03,4.42,4.77,2.79
S00278_D030,25,Male,Fast Food Lover,30,5.179905746495147,3,5.089675401192869,2.7189187062426714,28,2.10858866199011,2.36911674405933,0.59,3.26,-1.15,5.12,5.58
S00278_D045,25,Male,Fast Food Lover,45,3.863848595658399,8,6.7818459131896915,3.0476049625945967,58,4.934454726307468,2.675616642953841,1.18,5.74,-0.81,3.79,5.4
S00278_D090,25,Male,Fast Food Lover,90,4.082644162120715,4,6.179934308702938,4.24636544384056,69,3.5280597463429273,3.484845904013133,0.65,3.96,-0.43,3.93,5.22
S00278_D182,25,Male,Fast Food Lover,182,5.872024937497556,6,3.993800231897896,4.385890589652977,11,3.843208106505659,2.750030517456537,1.5,4.91,-1.07,5.83,5.53
S00278_D365,25,Male,Fast Food Lover,365,5.602753850874398,10,3.32317812823601,2.5094664494028343,36,2.8611477044640097,3.2157935495860595,3.01,10.35,-7.49,5.46,8.74
S00279_D003,18,Female,Non-Smoker,3,7.359544613363468,3,6.66438810479965,1.5309346215282669,64,7.8887594543300334,1.3860345521058994,0.45,-3.5,11.39,6.9,-0.69
S00279_D007,18,Female,Non-Smoker,7,6.68368244054725,6,2.649462267185093,1.7863544255959203,77,4.860292048288141,2.1812087908262825,2.26,3.32,1.54,6.23,4.23
S00279_D014,18,Female,Non-Smoker,14,6.924114332107102,1,4.522300090364232,3.2930096505155064,54,3.7853334117462856,2.184939944780622,0.22,-0.6,4.39,6.56,2.81
S00279_D021,18,Female,Non-Smoker,21,5.5130162086602335,6,2.858104764619553,1.217249224106428,53,4.910056978195802,1.6843884305385564,2.1,2.77,2.14,5.3,3.93
S00279_D030,18,Female,Non-Smoker,30,6.717084949726984,5,5.087523273908267,3.0342386239263095,32,5.19509029334717,1.2873587411376928,0.98,1.09,4.11,6.49,2.95
S00279_D045,18,Female,Non-Smoker,45,5.383336450585523,5,5.674848051095569,2.6472730700259173,20,4.568843254840372,1.871047869002264,0.88,2.3,2.27,5.35,3.87
S00279_D090,18,Female,Non-Smoker,90,7.568928480833282,5,5.744372267669979,2.5216094510066096,21,3.283209099579481,2.4221368050770486,0.87,4.14,-0.86,7.31,5.43
S00279_D182,18,Female,Non-Smoker,182,6.217630330726045,8,2.331087692875821,3.9460298230657145,37,4.142588682453041,2.2071572160765465,3.43,6.06,-1.92,6.01,5.96
S00279_D365,18,Female,Non-Smoker,365,5.322577197465659,8,3.512391100482878,4.2611413428457965,10,3.748640108891376,2.683906121301227,2.28,6.94,-3.19,5.34,6.6
S00280_D003,23,Male,Occasional Drinker,3,7.436806049142088,8,0.6243120900265202,1.7415441807484213,32,8.690145694810948,1.0923706564552096,12.81,0.4,8.29,7.13,0.85
S00280_D007,23,Male,Occasional Drinker,7,7.008855514018619,8,4.846240208482352,0.5690541724417855,29,7.409909751101017,2.5004984429061343,1.65,3.09,4.32,6.76,2.84
S00280_D014,23,Male,Occasional Drinker,14,7.392581882273145,8,6.341876060499214,1.7815438611326901,27,3.68394137681051,2.10558198404904,1.26,6.42,-2.74,7.12,6.37
S00280_D021,23,Male,Occasional Drinker,21,6.218277972789361,6,2.4255472520554466,3.3623819716660037,83,6.64394291456456,2.2230942451321223,2.47,1.58,5.06,5.78,2.47
S00280_D030,23,Male,Occasional Drinker,30,6.50801200091698,5,3.3503765263594594,2.633710142515832,26,5.845530735505591,2.2685924449190558,1.49,1.42,4.43,6.33,2.79
S00280_D045,23,Male,Occasional Drinker,45,6.919992047579113,6,3.479538691071494,2.846870597343493,51,3.118685419712348,2.501521906278134,1.72,5.38,-2.26,6.57,6.13
S00280_D090,23,Male,Occasional Drinker,90,4.448827330466445,8,1.4667081450949615,3.2352810848573075,42,4.298652046250132,2.2270904916811642,5.45,5.93,-1.63,4.39,5.82
S00280_D182,23,Male,Occasional Drinker,182,4.561500524057959,8,4.980339516251287,2.6563748828086076,34,3.090267616512441,3.453736886698096,1.61,8.36,-5.27,4.54,7.63
S00280_D365,23,Male,Occasional Drinker,365,4.5230815723916695,6,3.2840778179908794,2.574612467992116,44,3.0277115558512158,2.4631173181836585,1.83,5.44,-2.41,4.45,6.21
S00281_D003,20,Other,Energy Drink Addict,3,6.9743539702957635,5,3.6865380006962254,3.054544623983544,58,4.491573700881201,0.9530119803397169,1.36,1.46,3.03,6.59,3.48
S00281_D007,20,Other,Energy Drink Addict,7,6.879119261732053,7,4.324204525709955,2.942140173340085,97,5.771794484303209,1.4948681978969185,1.62,2.72,3.05,6.31,3.47
S00281_D014,20,Other,Energy Drink Addict,14,5.501060949136277,6,2.1811687104451116,3.0141123648029398,32,4.556276239717341,2.3007193611762093,2.75,3.74,0.82,5.39,4.59
S00281_D021,20,Other,Energy Drink Addict,21,6.943387061441053,4,3.2495570911269764,3.029867799965494,51,5.642486244269064,1.853362054539076,1.23,0.21,5.43,6.59,2.28
S00281_D030,20,Other,Energy Drink Addict,30,5.274988590244429,8,3.973547472524383,3.483458160441155,16,6.5500920429851455,2.0491576099571853,2.01,3.5,3.05,5.27,3.47
S00281_D045,20,Other,Energy Drink Addict,45,6.7570294393365735,8,3.3472103007723293,4.234748218613774,15,3.37852760760067,1.4764289343272625,2.39,6.1,-2.72,6.61,6.36
S00281_D090,20,Other,Energy Drink Addict,90,5.916936816654275,4,5.07344642577609,0.5699540178809217,66,3.7379776566216707,2.2325263953685694,0.79,2.49,1.25,5.6,4.38
S00281_D182,20,Other,Energy Drink Addict,182,7.502602607801544,6,4.09484361579095,1.6924389242520923,50,4.119151682060137,2.307315683186771,1.47,4.19,-0.07,7.1,5.04
S00281_D365,20,Other,Energy Drink Addict,365,4.718349194905759,5,3.05797979384665,3.9371228933810514,1,3.536712532986959,3.5267034540781204,1.64,4.99,-1.45,4.84,5.73
S00282_D003,25,Male,Athlete,3,5.853400484348376,2,4.673586853993849,2.538129327406156,80,5.370221293036503,1.7025414520681834,0.43,-1.67,7.04,5.47,1.48
S00282_D007,25,Male,Athlete,7,5.224361992763165,7,2.8767161800963965,0.6521601132915062,67,7.70007046490476,1.8812537703029726,2.43,1.18,6.52,4.97,1.74
S00282_D014,25,Male,Athlete,14,6.515394282100166,7,1.8774741389297342,3.0900437172457007,59,3.8915258347114197,1.0819611310195127,3.73,4.19,-0.3,6.17,5.15
S00282_D021,25,Male,Athlete,21,6.541384414822631,8,2.071835613682513,1.9856005135065227,55,7.336508998534212,2.1256026488182376,3.86,2.79,4.55,6.21,2.73
S00282_D030,25,Male,Athlete,30,4.802878458561851,4,3.6724665143571604,3.743578866136996,31,6.767823243892293,3.054994393164206,1.09,0.29,6.48,4.77,1.76
S00282_D045,25,Male,Athlete,45,4.559544869458882,7,3.960116180720839,2.4030194458215033,61,4.476140196221154,2.5509992669206425,1.77,5.07,-0.59,4.4,5.3
S00282_D090,25,Male,Athlete,90,7.129133911324555,7,4.876714239509329,2.7677779542918053,21,5.070130168392108,2.7672362084542903,1.44,4.7,0.37,6.91,4.81
S00282_D182,25,Male,Athlete,182,6.369469216097681,7,4.165976273410589,3.0648328017397692,82,3.4243978305310723,2.63700519859735,1.68,6.21,-2.79,5.92,6.39
S00282_D365,25,Male,Athlete,365,6.401005909467289,10,5.444809975628427,2.774460385797013,25,1.0460215810573965,2.7688827652626875,1.84,11.72,-10.67,6.24,10.34
S00283_D003,25,Other,Athlete,3,6.089590741160102,6,4.360313481222127,2.805915173526548,10,6.395853679344079,1.0007197002632473,1.38,0.6,5.8,6.03,2.1
S00283_D007,25,Other,Athlete,7,7.5969358041216974,9,6.676474299581865,3.331350338786991,25,5.898114763053884,1.5536378137299498,1.35,4.66,1.24,7.31,4.38
S00283_D014,25,Other,Athlete,14,8.21927602808518,3,3.350763291815144,2.7181024581815825,47,5.525574432227168,1.5328379534994647,0.9,-0.99,6.52,7.76,1.74
S00283_D021,25,Other,Athlete,21,5.226209890317634,7,6.42870315072021,1.78064608052876,48,4.905741800078976,1.9698119510821714,1.09,4.06,0.85,5.06,4.58
S00283_D030,25,Other,Athlete,30,5.055788818944338,2,2.8426142486384225,1.4238510911004683,27,5.36635840451346,1.3746987146180933,0.7,-1.99,7.36,5.02,1.32
S00283_D045,25,Other,Athlete,45,6.347183260192547,4,6.747014198915995,2.3382596288766364,60,5.410920963237895,1.5833014954382136,0.59,0.17,5.24,6.01,2.38
S00283_D090,25,Other,Athlete,90,6.580779994500256,3,6.913343570819326,2.6933722839823577,76,3.1384287621463467,2.04311337289512,0.43,1.9,1.24,6.14,4.38
S00283_D182,25,Other,Athlete,182,6.7447996169026885,7,5.578391974849237,2.544994949669476,61,4.344138758494181,3.471415769210669,1.25,6.13,-1.79,6.37,5.89
S00283_D365,25,Other,Athlete,365,3.5845832690452406,7,0.8854924004547189,1.9140781902708317,40,3.5383952601385347,3.1681092590664455,7.91,6.63,-3.09,3.63,6.55
S00284_D003,19,Female,Early Riser,3,4.605820624310395,7,2.665825230826847,3.3427389625586414,88,2.0953352075607645,2.6419664142566033,2.63,7.55,-5.45,4.31,7.73
S00284_D007,19,Female,Early Riser,7,7.474293228084173,4,3.2259935230541315,2.0253889969676138,87,6.730511875471505,2.516374317185422,1.24,-0.21,6.94,6.89,1.53
S00284_D014,19,Female,Early Riser,14,4.66230342110909,7,5.45477207583535,3.452112036035063,21,3.984826315070417,1.8558037889688734,1.28,4.87,-0.89,4.69,5.44
S00284_D021,19,Female,Early Riser,21,7.01275671903816,6,5.517177226225401,4.464017288180804,54,7.057470699916671,2.0308946067397478,1.09,0.97,6.09,6.64,1.96
S00284_D030,19,Female,Early Riser,30,5.778892745181946,6,3.1538421673005987,2.254404097974224,58,7.118717762785714,2.7614781031423274,1.9,1.64,5.48,5.51,2.26
S00284_D045,19,Female,Early Riser,45,6.439092800693896,8,2.3527199896793274,3.1298932192319278,12,6.137508104333239,2.499926219373469,3.4,4.36,1.78,6.34,4.11
S00284_D090,19,Female,Early Riser,90,5.770644197699239,9,6.174134861219063,3.05027759768422,26,4.44555658239481,2.326597014459214,1.46,6.88,-2.43,5.66,6.22
S00284_D182,19,Female,Early Riser,182,5.293018522975372,6,4.671826967922108,1.8936060017945195,61,4.543765491306779,2.4947137365412186,1.28,3.95,0.59,5.06,4.7
S00284_D365,19,Female,Early Riser,365,5.790667633224273,4,3.2495508626207243,4.330126207524754,31,7.021590765297583,3.509009089813347,1.23,0.49,6.53,5.66,1.73
S00285_D003,19,Other,Yoga Enthusiast,3,5.8262772612201505,4,3.5708037988770993,2.0610401466126222,63,10.0,1.9317695270690054,1.12,-4.07,14.07,5.53,-2.04
S00285_D007,19,Other,Yoga Enthusiast,7,7.088634912270661,4,2.3095931861991654,3.7249534827680515,53,6.129888651151705,1.575367341186187,1.73,-0.55,6.68,6.71,1.66
S00285_D014,19,Other,Yoga Enthusiast,14,5.073455132008824,6,5.274289986402456,4.406562744980599,49,7.630030858516232,1.7268011532432619,1.14,0.1,7.53,4.92,1.23
S00285_D021,19,Other,Yoga Enthusiast,21,5.424718057096243,8,6.6132273171051335,2.0167482385902824,48,5.587045072068801,2.4993262779447973,1.21,4.91,0.68,5.24,4.66
S00285_D030,19,Other,Yoga Enthusiast,30,6.622333484396788,9,4.73735958638767,2.950901413749008,36,4.982442314224961,2.4196064408640865,1.9,6.44,-1.46,6.38,5.73
S00285_D045,19,Other,Yoga Enthusiast,45,7.318205131099105,8,4.748300922918436,4.435250677836462,99,5.087815415175405,2.7280109688136136,1.68,5.64,-0.55,6.69,5.28
S00285_D090,19,Other,Yoga Enthusiast,90,6.936917440375536,10,4.323350286094044,3.1543732022029123,35,3.795156168424728,2.507697119305115,2.31,8.71,-4.91,6.67,7.46
S00285_D182,19,Other,Yoga Enthusiast,182,4.690235179435367,4,6.165030782121857,2.653129601168515,34,3.1728572054462294,2.620077477058823,0.65,3.45,-0.28,4.65,5.14
S00285_D365,19,Other,Yoga Enthusiast,365,6.222192242044744,9,2.8760955678460913,3.5163502774467474,29,1.2863686942436265,3.178818352926019,3.13,10.89,-9.6,6.05,9.8
S00286_D003,17,Female,Athlete,3,7.097716644878954,4,3.727902533425453,1.794781983429389,44,9.555691557776843,2.3448462905171343,1.07,-3.21,12.77,6.77,-1.38
S00286_D007,17,Female,Athlete,7,7.448684817754686,9,4.274816601976938,3.213357535108699,78,5.202768473041861,1.4587685365330842,2.11,5.26,-0.06,6.91,5.03
S00286_D014,17,Female,Athlete,14,6.035777775171297,6,2.8136370369109582,2.667383166525781,38,3.034739599230906,1.0973589733083378,2.13,4.06,-1.03,5.84,5.51
S00286_D021,17,Female,Athlete,21,6.354779435937118,5,2.6486020581087555,1.4693619048237052,34,4.639635521255708,1.888514336650299,1.89,2.25,2.39,6.15,3.81
S00286_D030,17,Female,Athlete,30,7.328654592444599,6,4.613082816533859,2.964760009084109,47,5.95899404443614,2.5424649052258967,1.3,2.58,3.38,6.96,3.31
S00286_D045,17,Female,Athlete,45,5.937135216685097,8,4.082083771952313,1.7747754583773019,41,6.571263923496929,2.198441959126887,1.96,3.63,2.94,5.74,3.53
S00286_D090,17,Female,Athlete,90,5.6151593723241895,5,3.594372482642284,3.3318515117928316,49,4.421048902843312,2.7756950255354975,1.39,3.35,1.07,5.41,4.46
S00286_D182,17,Female,Athlete,182,4.660496344163311,4,2.3967788277079776,1.4205455813644263,48,5.697439801727518,1.8771005757335875,1.67,0.18,5.52,4.55,2.24
S00286_D365,17,Female,Athlete,365,7.955843261005413,9,4.0883770747993,2.567909072840081,51,6.59590468223406,3.351881320397916,2.2,5.76,0.84,7.51,4.58
S00287_D003,24,Female,Energy Drink Addict,3,6.798777501284523,6,5.2498726793941435,1.708933710980395,26,4.161315535771853,2.0615855106095675,1.14,3.9,0.26,6.59,4.87
S00287_D007,24,Female,Energy Drink Addict,7,7.559940597654043,7,5.211740266357089,2.9128377571970394,50,7.147954357022919,2.216757548665342,1.34,2.07,5.08,7.15,2.46
S00287_D014,24,Female,Energy Drink Addict,14,6.348690001095824,6,4.862948322347146,0.5136229320840542,70,4.39660578731574,2.2188112233551367,1.23,3.82,0.58,5.96,4.71
S00287_D021,24,Female,Energy Drink Addict,21,5.271347562878483,7,5.899044695510419,4.315431958533392,69,3.46357465322165,2.6567630263653097,1.19,6.19,-2.73,5.0,6.36
S00287_D030,24,Female,Energy Drink Addict,30,4.699902694893393,4,4.6759372806699835,2.3163463096216317,5,7.089659330403119,2.3377820291086775,0.86,-0.75,7.84,4.8,1.08
S00287_D045,24,Female,Energy Drink Addict,45,7.3468682639701655,3,4.23278487174442,1.9095702254769906,46,3.315063337074252,2.75474849994775,0.71,2.44,0.88,6.98,4.56
S00287_D090,24,Female,Energy Drink Addict,90,5.859354325139844,7,2.729047219531579,3.1402092513420423,55,5.085067640265216,2.1828911955480668,2.56,4.1,0.99,5.6,4.51
S00287_D182,24,Female,Energy Drink Addict,182,5.752456561291974,6,3.2729745910320855,0.07792785805351832,32,4.039019893586181,2.0608351682793957,1.83,4.02,0.02,5.62,4.99
S00287_D365,24,Female,Energy Drink Addict,365,4.2074490416759645,10,4.166076530572461,2.8533939875945236,61,4.246753949159419,2.3809833605407666,2.4,8.13,-3.88,4.08,6.94
S00288_D003,19,Male,Yoga Enthusiast,3,7.12265036927051,4,6.315735244657957,2.3871360075533596,39,7.50738995086868,1.3080011974139254,0.63,-2.2,9.71,6.82,0.15
S00288_D007,19,Male,Yoga Enthusiast,7,5.481817913575046,3,5.129981718143632,3.796209641669751,57,4.449892354269551,2.1120434413877893,0.58,0.66,3.79,5.25,3.11
S00288_D014,19,Male,Yoga Enthusiast,14,6.200384886301588,6,4.982277309294728,1.2584528723250406,24,7.208826593595893,2.301455480057022,1.2,1.09,6.12,6.06,1.94
S00288_D021,19,Male,Yoga Enthusiast,21,4.733154999606825,4,6.064093731938624,3.028535875865037,38,7.323375426331339,1.9421728635606033,0.66,-1.38,8.7,4.67,0.65
S00288_D030,19,Male,Yoga Enthusiast,30,5.274669564384498,5,4.469685510275521,3.054547838863928,59,5.3343860680382225,2.158629899636893,1.12,1.82,3.51,5.05,3.24
S00288_D045,19,Male,Yoga Enthusiast,45,5.06155953581467,5,5.999740584577124,2.6054168158333333,55,4.691227898067609,2.0624365052506572,0.83,2.37,2.32,4.88,3.84
S00288_D090,19,Male,Yoga Enthusiast,90,8.431877268258452,7,6.655955479855068,1.0949843310414382,5,3.461006197180528,3.2141006963144636,1.05,6.75,-3.29,8.16,6.64
S00288_D182,19,Male,Yoga Enthusiast,182,7.5026732968302055,9,2.77525731099311,3.044403392703396,26,6.960569071658875,2.43261720794405,3.24,4.47,2.49,7.22,3.75
S00288_D365,19,Male,Yoga Enthusiast,365,7.386742329657817,7,5.237857999293114,3.114478272166194,30,1.0,3.923941885960844,1.34,9.92,-8.92,7.1,9.46
S00289_D003,23,Other,Energy Drink Addict,3,6.110409652656722,5,5.4598835618059125,2.8040111284527427,54,7.469623026527157,1.2469298487510116,0.92,-1.22,8.69,5.83,0.66
S00289_D007,23,Other,Energy Drink Addict,7,6.4128920583016455,6,4.606073976912613,2.5017896450852364,61,4.105639044875596,1.4713478919284877,1.3,3.37,0.74,6.07,4.63
S00289_D014,23,Other,Energy Drink Addict,14,6.9893824293164455,3,3.6060492775853312,1.3876758309377593,88,5.01582893478073,2.5977753841988966,0.83,0.58,4.44,6.45,2.78
S00289_D021,23,Other,Energy Drink Addict,21,6.462143412539348,6,3.620179019667373,1.6912610035853142,64,4.17592695967631,1.9433508454413067,1.66,3.77,0.41,6.1,4.8
S00289_D030,23,Other,Energy Drink Addict,30,4.563147028026467,7,4.381849084527381,3.195231285013745,0,6.194140764429694,3.306364140962372,1.6,4.11,2.08,4.71,3.96
S00289_D045,23,Other,Energy Drink Addict,45,5.0668196100566885,7,5.948082938749547,1.2452191688213068,60,8.214832521836943,1.814517937240959,1.18,0.6,7.61,4.86,1.19
S00289_D090,23,Other,Energy Drink Addict,90,6.7758278286770635,4,4.4132493673425435,4.140674757311105,45,4.532345152291725,2.3983655957326677,0.91,1.87,2.66,6.47,3.67
S00289_D182,23,Other,Energy Drink Addict,182,4.808419738946372,7,4.543200747550637,3.2959676675479326,79,3.9716327154658213,2.196802587989938,1.54,5.23,-1.26,4.53,5.63
S00289_D365,23,Other,Energy Drink Addict,365,6.64812671008394,7,3.463473603491408,2.6937921812081456,47,1.1018282709557936,2.7599078996077675,2.02,8.66,-7.56,6.35,8.78
S00290_D003,24,Female,Gym Goer,3,6.686866809698836,6,5.148776490789897,0.47156228825412505,82,7.180951611590301,1.669449099008562,1.17,0.49,6.69,6.21,1.65
S00290_D007,24,Female,Gym Goer,7,7.159262678658144,3,4.644733099232503,1.7352827852013086,30,7.940594262090534,1.915558448169597,0.65,-3.03,10.97,6.89,-0.49
S00290_D014,24,Female,Gym Goer,14,6.218631793143337,5,4.642440844404763,2.6768104175942358,66,5.774876796621257,2.248708258676388,1.08,1.47,4.3,5.87,2.85
S00290_D021,24,Female,Gym Goer,21,5.704009627755202,9,4.225754208206422,1.920699225574623,44,5.578775361757563,2.0349218794293957,2.13,5.46,0.12,5.51,4.94
S00290_D030,24,Female,Gym Goer,30,5.381845876515965,7,5.984331463979588,2.533808941632121,59,3.665581332438018,2.390686500317913,1.17,5.73,-2.06,5.15,6.03
S00290_D045,24,Female,Gym Goer,45,6.459850323446677,6,4.532473026721911,4.375222600105896,53,5.719401094417075,1.5199919909981683,1.32,1.8,3.92,6.15,3.04
S00290_D090,24,Female,Gym Goer,90,5.66693677142078,6,4.3118091712003315,3.8466246834937134,30,6.304399798074084,2.8658254196582624,1.39,2.56,3.74,5.55,3.13
S00290_D182,24,Female,Gym Goer,182,7.609042145264292,5,4.044625976816958,3.3545103307613107,36,3.9961448999367555,2.4733153400900463,1.24,3.48,0.52,7.27,4.74
S00290_D365,24,Female,Gym Goer,365,8.650017935155443,8,1.4149404670188175,2.4504625277643255,62,4.456506537184303,3.367203627658589,5.65,6.91,-2.45,8.08,6.23
S00291_D003,22,Other,Yoga Enthusiast,3,4.278319243111927,7,3.803800361713727,2.3871817479398185,75,7.895540520939768,1.0249556222467837,1.84,0.13,7.77,4.08,1.12
S00291_D007,22,Other,Yoga Enthusiast,7,6.27751294426213,4,1.0401990143656752,3.550975963847431,97,3.7498144057784857,2.2488431952417365,3.85,2.5,1.25,5.76,4.38
S00291_D014,22,Other,Yoga Enthusiast,14,6.6983923309993525,10,5.215064626904913,2.4173067735195835,43,3.628725655083565,2.307986331132125,1.92,8.68,-5.05,6.41,7.53
S00291_D021,22,Other,Yoga Enthusiast,21,6.224115487063618,7,3.778006051039322,2.3543898135146746,63,4.925739846140413,1.2494365060639734,1.85,3.32,1.61,5.89,4.2
S00291_D030,22,Other,Yoga Enthusiast,30,5.500788460353505,5,6.150853691360082,3.1371607824300494,66,4.3297788789898295,2.2776327959866594,0.81,2.95,1.38,5.22,4.31
S00291_D045,22,Other,Yoga Enthusiast,45,5.481888902198772,5,3.4600396812070544,0.8104856265783726,71,4.133261709695435,2.705121347241549,1.45,3.57,0.56,5.18,4.72
S00291_D090,22,Other,Yoga Enthusiast,90,6.213864826348498,4,2.404077589163059,3.6327315059823393,29,4.3792476883381255,2.377613471346031,1.66,2.0,2.38,6.05,3.81
S00291_D182,22,Other,Yoga Enthusiast,182,6.214216186657225,8,6.511973841046919,2.904726771212956,29,4.51060483887931,2.7102309583839994,1.23,6.2,-1.69,6.05,5.84
S00291_D365,22,Other,Yoga Enthusiast,365,5.381245196694779,9,2.098911150869319,3.7799258785604324,48,4.339592483879941,2.3348128530594265,4.29,7.0,-2.66,5.2,6.33
S00292_D003,21,Female,Athlete,3,5.04564977084699,3,3.735227146387958,0.9550687415691761,74,3.9320723571742864,1.7815096983291467,0.8,0.85,3.08,4.77,3.46
S00292_D007,21,Female,Athlete,7,6.772852069911558,4,5.875131077181671,3.830792860955449,40,4.182312628819712,1.9721577014003624,0.68,1.79,2.39,6.5,3.8
S00292_D014,21,Female,Athlete,14,8.310443774411974,5,2.469619774573939,1.608011560343686,64,5.476192865040799,2.229117662680018,2.02,1.75,3.73,7.76,3.14
S00292_D021,21,Female,Athlete,21,5.86547140907642,5,4.542973655655526,3.5815920536649126,73,6.583602897912245,2.3032002019983504,1.1,0.72,5.86,5.51,2.07
S00292_D030,21,Female,Athlete,30,6.101534699630305,9,5.035924507967404,2.5407262708720713,55,3.410501208301616,2.945339420038583,1.79,8.53,-5.12,5.82,7.56
S00292_D045,21,Female,Athlete,45,8.170837915241133,4,2.7478699425670166,2.1065428973265083,97,4.024587745063133,2.4318182608857866,1.46,2.41,1.61,7.47,4.19
S00292_D090,21,Female,Athlete,90,6.3995642873088245,2,3.2209330521681903,2.141689589445371,23,4.91370199016182,1.3658526875807067,0.62,-1.55,6.46,6.24,1.77
S00292_D182,21,Female,Athlete,182,4.193012785799139,9,2.9898075266341193,2.5612166495829487,54,2.8764128245561693,2.6452424856753085,3.01,8.77,-5.89,4.1,7.95
S00292_D365,21,Female,Athlete,365,6.122713964819456,6,2.962754069543618,2.1312964316768452,32,3.0241493706144422,3.2302286147755837,2.03,6.21,-3.19,5.95,6.59
S00293_D003,21,Male,Gym Goer,3,8.980111422734659,7,4.871780511488086,2.4980842222165034,43,4.96027577173774,1.614139364380136,1.44,3.65,1.31,8.47,4.34
S00293_D007,21,Male,Gym Goer,7,4.5391516455709295,5,4.697478987638586,3.2414764774537037,53,8.581928891999029,0.7544774244721284,1.06,-2.83,11.41,4.42,-0.71
S00293_D014,21,Male,Gym Goer,14,4.0674058056678595,5,5.157592376026184,0.4921463060981166,21,5.428718272283444,2.4345416482070767,0.97,2.01,3.42,4.16,3.29
S00293_D021,21,Male,Gym Goer,21,5.083828718973635,6,2.475463900110899,2.2993463598419814,11,4.309144206616777,2.6425886830832246,2.42,4.33,-0.02,5.12,5.01
S00293_D030,21,Male,Gym Goer,30,5.8659904796328775,5,4.384029740389446,3.003835286091775,56,2.8576039916705893,2.788495185269823,1.14,4.93,-2.07,5.6,6.04
S00293_D045,21,Male,Gym Goer,45,4.660993685566339,6,4.70680224596493,2.036405932184704,17,4.705705047371056,2.617280322413773,1.27,3.91,0.8,4.71,4.6
S00293_D090,21,Male,Gym Goer,90,5.610956226397995,9,5.70781443140714,1.07848162652951,62,4.109933010851427,2.8244660991456403,1.58,7.71,-3.6,5.34,6.8
S00293_D182,21,Male,Gym Goer,182,6.50999918122663,6,4.701402218224807,0.7902298426080332,11,3.237783203926396,2.629642824161584,1.28,5.39,-2.15,6.4,6.08
S00293_D365,21,Male,Gym Goer,365,7.391260732806494,7,2.3661379434743557,3.394602409593703,43,5.980535152540177,3.526879090357968,2.96,4.55,1.43,7.04,4.28
